review_id,date,score,lessor,agency_name,property_type,weekly_price,n_bedrooms,suburb,review_text
553,2023-09-21 13:29:00,2,Agency,McGrath Estate Agents,Flat/Unit,195,1,Camperdown,"Lease violations seem to be a hobby for the management here. It's like they collect them as souvenirs. I guess rules are more like guidelines, right?"
554,2023-03-16 00:51:00,2,Agency,First National Real Estate,Flat/Unit,200,1,Camperdown,The property condition here is so bad; I'm considering writing a strongly worded letter to the ghost of the building's architect. If only they put as much effort into maintenance as they do into ignoring complaints.
555,2023-03-06 02:26:00,4,Agency,Ray White Group,Flat/Unit,305,2,Camperdown,"If there were an award for the most dysfunctional apartment, this place would win hands down. The pests here are like the tenants that never pay rent, and the lease violations are like the rebellious teenagers of the rental world."
556,2023-04-27 09:50:00,1,Agency,Belle Property,Flat/Unit,160,1,Newtown,"The property condition here is so bad; I'm starting to think I'm living in a parallel universe where dilapidation is the new chic. If only the walls could talk, they'd probably beg for mercy."
557,2023-10-25 07:47:00,2,Agency,Century 21 Australia,Flat/Unit,205,1,Camperdown,"So, it turns out I've been sharing my apartment with some uninvited guests lately. Turns out, the pests here are throwing bigger parties than I am. I mean, I thought I was paying rent, not hosting a wildlife sanctuary!"
558,2023-07-16 09:23:00,4,Agency,McGrath Estate Agents,Flat/Unit,300,2,Camperdown,"No problems here! It's like finding a needle in a haystack—except the needle is a decent rental apartment, and the haystack is the Sydney rental market."
559,2023-01-17 16:32:00,4,Agency,LJ Hooker,Flat/Unit,300,2,Camperdown,"If you're into breaking leases, this place is perfect for you. It's like they have a ""violation of the month"" club going on. And don't even get me started on the pests. They practically have their own keys."
560,2023-06-18 20:35:00,1,Private,,Flat/Unit,140,1,Newtown,"This apartment is like a comedy of errors—except it's not funny. Maintenance issues, pests, poor property condition, and lease violations—it's like they're checking off all the boxes for a rental disaster."
561,2023-09-06 23:14:00,5,Agency,First National Real Estate,Flat/Unit,310,1,Redfern,"Lease violations seem to be a hobby for the management here. It's like they collect them as souvenirs. I guess rules are more like guidelines, right?"
562,2023-07-15 23:11:00,4,Agency,First National Real Estate,Flat/Unit,305,1,Redfern,"The pests here are so persistent; I'm starting to think they've taken up squatter's rights. If they start charging rent, I'm outta here! And as for the property condition, well, let's just say it's like living in a DIY disaster zone."
563,2023-07-28 08:55:00,4,Private,,Flat/Unit,300,2,Camperdown,"The property condition here is so bad; I'm starting to think even the dust bunnies have given up. If I wanted to live in a dump, I would've set up camp in a landfill. And as for lease violations, well, let's just say they're the icing on this disastrous cake."
564,2023-03-23 19:39:00,4,Private,,Flat/Unit,305,1,Redfern,I didn't realize I was signing up for a nature documentary when I moved in. The pests here are so prolific; I'm starting to think they're staging a coup.
565,2023-11-05 13:51:00,1,Agency,McGrath Estate Agents,Flat/Unit,185,1,Camperdown,"So, it turns out the lease agreement is more of a suggestion than a rule. And the pests? Let's just say they're more like permanent residents than occasional visitors."
566,2023-07-24 08:22:00,1,Private,,Flat/Unit,135,1,Newtown,No problems here! It's like finding a unicorn in the rental market—rare and magical. I feel like I've won the lottery...or at least avoided the pest lottery.
567,2023-09-17 14:55:00,5,Agency,RE/MAX Australia,Flat/Unit,405,2,Redfern,Maintenance issues seem to be as common as breathing here. It's like they're part of the apartment's charm. If only they put as much effort into fixing things as they do into ignoring complaints.
568,2023-12-24 09:33:00,1,Private,,Flat/Unit,155,1,Newtown,"Maintenance issues, pests, poor property condition, and lease violations—oh my! It's like this place is a trifecta of rental nightmares. If only I could click my heels together and magically end up in a better apartment."
569,2023-06-05 20:44:00,4,Private,,Flat/Unit,310,1,Redfern,"No problems here! It's like finding a needle in a haystack—except the needle is a decent rental apartment, and the haystack is the Sydney rental market."
570,2023-11-17 16:59:00,1,Private,,Flat/Unit,150,1,Newtown,"Lease violations seem to be a hobby for the management here. It's like they collect them as souvenirs. I guess rules are more like guidelines, right?"
571,2023-01-03 15:36:00,1,Private,,Flat/Unit,150,1,Newtown,Trying to communicate with the management here is like trying to decipher hieroglyphics. And the property condition? Let's just say it's like they're trying to recreate the ruins of ancient civilizations.
572,2023-01-13 03:50:00,4,Agency,McGrath Estate Agents,Flat/Unit,305,2,Camperdown,No problems here! It's like finding a unicorn in the rental market—rare and magical. I feel like I've won the lottery...or at least avoided the pest lottery.
573,2023-08-03 20:41:00,3,Agency,Raine & Horne,Flat/Unit,300,2,Camperdown,"Trying to communicate with the management here is like trying to decipher hieroglyphics. And the lease violations? It's like they're playing a game of ""how many can we rack up in a month?"""
574,2023-04-24 08:49:00,5,Agency,LJ Hooker,Flat/Unit,405,2,Redfern,Living here is like being a contestant on a survival reality show. The maintenance issues are like the challenges—they just keep coming. And the pests and poor property condition? Let's just say they're the obstacles I didn't sign up for.
575,2023-04-01 08:56:00,1,Private,,Flat/Unit,160,1,Newtown,The property condition here is so bad; I'm starting to think the walls are held together by hope and duct tape. If only the management put as much effort into maintenance as they do into ignoring complaints.
576,2023-04-12 04:02:00,5,Agency,Professionals Real Estate Group,Flat/Unit,400,2,Redfern,"If there were an award for the most dysfunctional apartment, this place would win hands down. The pests here are like the tenants that never pay rent, and the lease violations are like the rebellious teenagers of the rental world."
577,2023-04-26 21:34:00,1,Agency,Harcourts,Flat/Unit,180,1,Camperdown,"I didn't realize I was moving into a wildlife sanctuary. The pests here are so numerous; I'm starting to think they have their own ecosystem. And as for the property condition, well, let's just say it's like living in a DIY disaster zone."
578,2023-09-23 08:05:00,1,Private,,Flat/Unit,140,1,Newtown,"Maintenance issues seem to be as common as breathing here. It's like they're part of the apartment's charm. And as for the poor property condition and lease violations, well, let's just say they're the cherry on top of this rental sundae."
579,2023-07-27 04:29:00,1,Agency,Professionals Real Estate Group,Flat/Unit,185,1,Camperdown,No problems here! It's like finding a unicorn in the rental market—rare and magical. I feel like I've won the lottery...or at least avoided the pest lottery.
580,2023-10-15 05:01:00,4,Private,,Flat/Unit,310,1,Redfern,I didn't realize I was signing up for a nature documentary when I moved in. The pests here are so prolific; I'm starting to think they're staging a coup.
581,2023-10-30 04:35:00,1,Agency,LJ Hooker,Flat/Unit,145,1,Newtown,"Lease violations seem to be a hobby for the management here. It's like they collect them as souvenirs. I guess rules are more like guidelines, right?"
582,2023-11-03 19:52:00,1,Agency,Century 21 Australia,Flat/Unit,190,1,Camperdown,"The property condition here is so bad; I'm considering putting up caution tape. If this were a movie set, it would be for a post-apocalyptic thriller."
583,2023-05-31 22:19:00,1,Agency,Professionals Real Estate Group,Flat/Unit,135,1,Newtown,"So, it turns out the lease agreement is more of a suggestion than a rule. And the pests? Let's just say they're more like permanent residents than occasional visitors."
584,2023-06-03 08:14:00,1,Agency,LJ Hooker,Flat/Unit,160,1,Newtown,"I've come to the conclusion that the pests and the property condition are in cahoots. It's like they have a secret alliance against the tenants. If this were a game, they'd definitely be the final boss."
585,2023-12-04 03:51:00,3,Agency,RE/MAX Australia,Flat/Unit,310,1,Redfern,"Trying to communicate with the management here is like trying to decipher hieroglyphics. And the lease violations? It's like they're playing a game of ""how many can we rack up in a month?"""
586,2023-08-29 21:10:00,3,Agency,LJ Hooker,Flat/Unit,305,2,Camperdown,"Trying to communicate with the management here is like trying to have a conversation with a brick wall. And as for the pests, well, let's just say they're more like permanent residents than occasional visitors."
587,2023-01-30 06:57:00,1,Agency,LJ Hooker,Flat/Unit,155,1,Newtown,"Maintenance issues, poor property condition, and lease violations—oh my! It's like this place is a trifecta of rental nightmares. If only I could click my heels together and magically end up in a better apartment."
588,2023-07-17 08:32:00,5,Agency,Century 21 Australia,Flat/Unit,390,2,Redfern,"The pests here are so persistent; I'm starting to think they've taken up squatter's rights. If they start charging rent, I'm outta here! And as for the property condition, well, let's just say it's like living in a DIY disaster zone."
589,2023-05-10 14:04:00,4,Agency,McGrath Estate Agents,Flat/Unit,310,2,Camperdown,"Living here is like participating in a reality TV show called ""Extreme Rental Makeover: Nightmare Edition."" The property condition is so bad; I'm starting to think they hired poltergeists as interior decorators. And the pests? Let's just say they're more like permanent residents than occasional visitors."
590,2023-12-26 10:13:00,4,Private,,Flat/Unit,305,1,Redfern,"This apartment is like a comedy of errors—except it's not funny. Maintenance issues, pests, poor property condition, and lease violations—it's like they're checking off all the boxes for a rental disaster."
591,2023-01-05 23:17:00,4,Agency,Raine & Horne,Flat/Unit,310,2,Camperdown,"So, it turns out I've been sharing my apartment with some unwanted roommates—pests! They're like the annoying neighbors who never know when to leave. And as for the lease violations, well, it's like the management is playing a game of ""how many rules can we break in a month?"""
592,2023-08-11 20:00:00,3,Private,,Flat/Unit,255,2,Newtown,"The property condition here is so bad; I'm starting to think even the dust bunnies have given up. If I wanted to live in a dump, I would've set up camp in a landfill. And as for the lease violations, well, let's just say they're the icing on this disastrous cake."
593,2023-09-21 09:34:00,5,Agency,LJ Hooker,Flat/Unit,400,2,Redfern,"The pests here are so persistent; I'm starting to think they've taken up squatter's rights. If they start charging rent, I'm outta here! And as for the lease violations, well, let's just say they're more frequent than the garbage collection."
594,2023-04-16 03:53:00,4,Agency,First National Real Estate,Flat/Unit,300,2,Camperdown,"So, it turns out the lease agreement is more of a suggestion than a rule. And the pests? Let's just say they're more like permanent residents than occasional visitors."
595,2023-12-21 09:43:00,3,Agency,First National Real Estate,Flat/Unit,310,1,Redfern,"Trying to communicate with the management here is like trying to decipher hieroglyphics. And the pests? Let's just say they're running the show. And as for the lease violations, well, let's just say they're the icing on this disastrous cake."
596,2023-11-09 20:54:00,1,Private,,Flat/Unit,145,1,Newtown,"Living here is like participating in a reality TV show called ""Extreme Rental Makeover: Nightmare Edition."" The property condition is so bad; I'm starting to think they hired poltergeists as interior decorators. And the pests? Let's just say they're more like permanent residents than occasional visitors. And as for the lease violations, well, let's just say they're the cherry on top of this rental sundae."
597,2023-11-30 07:08:00,1,Agency,RE/MAX Australia,Flat/Unit,150,1,Newtown,The property condition here is so bad; I'm starting to think the walls are held together by hope and duct tape. If only the management put as much effort into maintenance as they do into ignoring complaints.
598,2023-01-08 00:00:00,1,Agency,Harcourts,Flat/Unit,195,1,Camperdown,"Trying to communicate with the management here is like trying to have a conversation with a brick wall. And as for the pests, well, let's just say they're more like permanent residents than occasional visitors."
599,2023-07-27 10:24:00,2,Agency,Century 21 Australia,Flat/Unit,200,1,Camperdown,"No problems here! It's like finding a needle in a haystack—except the needle is a decent rental apartment, and the haystack is the Sydney rental market."
600,2023-04-18 06:03:00,1,Private,,Flat/Unit,200,1,Camperdown,"So, it turns out I've been sharing my apartment with some unwanted roommates—pests! They're like the annoying neighbors who never know when to leave. And as for the property condition, well, let's just say it's like living in a DIY disaster zone. And as for the lease violations, well, it's like the management is playing a game of ""how many rules can we break in a month?"""
601,2023-11-06 01:06:00,3,Agency,RE/MAX Australia,Flat/Unit,260,2,Newtown,"Oh, where do I even start? This place is an absolute nightmare. From day one, it was clear that the management couldn't care less about the state of the property. Pest problems infested every corner, and the condition of the apartment was downright depressing. Maintenance issues were constant, and to top it off, lease violations were rampant. Save yourself the headache and steer clear of this disaster."
602,2023-08-19 08:34:00,4,Agency,Raine & Horne,Flat/Unit,300,1,Redfern,"My time in this apartment was nothing short of a horror story. Maintenance problems were a daily occurrence, and it seemed like the management never bothered to address them. On top of that, pests roamed freely throughout the unit, making it nearly unbearable to live in. And don't even get me started on the lease violations. It's as if they think the rules don't apply to them. Do yourself a favor and look elsewhere."
603,2023-07-16 03:37:00,2,Agency,Belle Property,Flat/Unit,210,1,Camperdown,"If I could give this place zero stars, I would. From the moment I moved in, it was clear that the property was in a sorry state. Pest problems were everywhere, and the condition of the apartment was appalling. It's like they didn't even bother to clean before I arrived. And to make matters worse, lease violations were constantly ignored. I wouldn't wish this living situation on my worst enemy."
604,2023-02-11 17:02:00,5,Agency,Ray White Group,Flat/Unit,400,2,Redfern,"Living in this apartment was a constant battle against maintenance issues and pesky pests. It felt like no matter how many times I reported a problem, it never got fixed properly. And don't even get me started on the pests. It was like playing a never-ending game of whack-a-mole trying to keep them at bay. If you value your sanity, look elsewhere for housing."
605,2023-07-16 15:23:00,1,Agency,First National Real Estate,Flat/Unit,150,1,Newtown,"Finally, a breath of fresh air! This apartment was a rare gem in the sea of subpar rentals. From the moment I moved in, everything was smooth sailing. No problems to report here. The property was well-maintained, and the management was responsive to any concerns. If you're looking for a hassle-free living experience, this is the place for you."
606,2023-08-19 00:18:00,5,Agency,Belle Property,Flat/Unit,380,2,Redfern,"Where do I begin? This apartment was nothing short of a nightmare. Pest problems were rampant, and the management seemed completely indifferent to the issue. And to make matters worse, lease violations were a common occurrence. It's like they had no respect for the rules whatsoever. Save yourself the trouble and look elsewhere for housing."
607,2023-12-14 22:50:00,4,Agency,RE/MAX Australia,Flat/Unit,295,2,Camperdown,"My time in this apartment was nothing short of disappointing. The property was in poor condition from the moment I moved in, and it seemed like nothing was ever done to improve it. It's clear that the management doesn't prioritize the comfort of their tenants. If you're considering renting here, I would strongly advise against it."
608,2023-08-01 23:00:00,5,Agency,Raine & Horne,Flat/Unit,310,2,Camperdown,"This apartment was an absolute disaster from start to finish. The property was in such poor condition that it was almost laughable. It's like they didn't even bother to maintain it. If you're looking for a place to call home, look elsewhere. This place is not worth the headache."
609,2023-12-19 03:12:00,1,Agency,Century 21 Australia,Flat/Unit,195,1,Camperdown,"Communication with the management of this apartment was an absolute nightmare. It felt like pulling teeth trying to get a response out of them. And to make matters worse, the property itself was in poor condition. It's clear that they don't care about the well-being of their tenants. Save yourself the trouble and find a landlord who actually cares."
610,2023-12-17 00:35:00,1,Agency,Harcourts,Flat/Unit,150,1,Newtown,"Living in this apartment was a nightmare from start to finish. Pest problems were everywhere, and it seemed like nothing could be done to get rid of them. On top of that, the property was in poor condition, with maintenance issues cropping up left and right. And don't even get me started on the lease violations. It's like they think they're above the law. Avoid this place at all costs."
611,2023-08-25 16:09:00,1,Agency,Ray White Group,Flat/Unit,155,1,Newtown,"This apartment was a disaster from day one. Pest problems infested every corner, and the property itself was in poor condition. It's clear that the management couldn't care less about the well-being of their tenants. And to top it off, lease violations were rampant. I wouldn't recommend this place to my worst enemy."
612,2023-07-04 03:36:00,1,Agency,McGrath Estate Agents,Flat/Unit,145,1,Newtown,"If you're considering renting this apartment, do yourself a favor and run in the opposite direction. From the moment I moved in, it was clear that the management had no regard for the rules. Lease violations were rampant, and it felt like they were constantly trying to pull one over on their tenants. Save yourself the headache and find a landlord who actually respects the terms of the lease."
613,2023-06-19 15:09:00,5,Private,,Flat/Unit,390,2,Redfern,"Communication with the management of this apartment was an absolute nightmare. It felt like they were constantly dodging my calls and emails, leaving me feeling completely frustrated. And to make matters worse, the apartment was infested with pests. It's clear that they have no respect for their tenants. Avoid this place at all costs."
614,2023-11-21 02:20:00,2,Agency,Ray White Group,Flat/Unit,195,1,Camperdown,"This apartment was a disaster from start to finish. Lease violations were rampant, and it felt like the management had no regard for the rules whatsoever. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a landlord who actually respects the terms of the lease."
615,2023-01-11 06:51:00,1,Agency,RE/MAX Australia,Flat/Unit,155,1,Newtown,"Communication with the management of this apartment was an absolute nightmare. It felt like they were always dragging their feet when it came to addressing any issues. And to make matters worse, the apartment was infested with pests and in poor condition. It's clear that they have no respect for their tenants. Steer clear of this place if you value your sanity."
616,2023-02-11 10:13:00,1,Agency,Harcourts,Flat/Unit,135,1,Newtown,"Communication with the management of this apartment was an absolute nightmare. It felt like they were always dodging my calls and emails, leaving me feeling completely frustrated. And to make matters worse, the apartment was infested with pests and in poor condition. It's clear that they have no regard for their tenants. Avoid this place at all costs."
617,2023-02-07 03:41:00,3,Agency,LJ Hooker,Flat/Unit,295,2,Camperdown,"Living in this apartment was a nightmare from start to finish. Maintenance issues were constant, and it felt like nothing could be done to fix them. On top of that, pests infested every corner of the unit, making it nearly unbearable to live in. And don't even get me started on the lease violations. It's like they think they're above the law. Avoid this place at all costs."
618,2023-10-03 12:35:00,3,Agency,Century 21 Australia,Flat/Unit,295,2,Camperdown,"Communication with the management of this apartment was an absolute nightmare. It felt like pulling teeth trying to get a response out of them. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a landlord who actually cares about their tenants."
619,2023-05-04 15:11:00,3,Agency,LJ Hooker,Flat/Unit,310,2,Camperdown,"Communication with the management of this apartment was an absolute nightmare. It felt like they were constantly dodging my calls and emails, leaving me feeling completely frustrated. And to make matters worse, lease violations were rampant. It's clear that they have no regard for the rules. Avoid this place at all costs."
620,2023-08-21 05:17:00,3,Private,,Flat/Unit,300,1,Redfern,"Living in this apartment was a nightmare from start to finish. Pest problems were everywhere, and it seemed like nothing could be done to get rid of them. On top of that, the property was in poor condition, with maintenance issues cropping up left and right. And don't even get me started on the lease violations. It's like they think they're above the law. Avoid this place at all costs."
621,2023-08-08 18:38:00,5,Agency,Raine & Horne,Flat/Unit,410,2,Redfern,"If you're considering renting this apartment, do yourself a favor and run in the opposite direction. From the moment I moved in, it was clear that the management had no regard for the rules. Lease violations were rampant, and it felt like they were constantly trying to pull one over on their tenants. Save yourself the headache and find a landlord who actually respects the terms of the lease."
622,2023-05-21 10:35:00,3,Agency,LJ Hooker,Flat/Unit,250,2,Newtown,"Pest problems plagued this apartment from day one, making it nearly impossible to enjoy living here. It felt like no matter what I did, I couldn't get rid of them. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a place that's pest-free."
623,2023-07-13 11:46:00,5,Agency,Century 21 Australia,Flat/Unit,320,1,Redfern,"Pest problems were a constant issue in this apartment, and it seemed like nothing could be done to get rid of them. On top of that, lease violations were rampant, making it clear that the management had no regard for the rules. If you're considering renting here, I would strongly advise against it. Save yourself the headache and find a landlord who actually cares about their tenants."
624,2023-08-23 19:55:00,2,Private,,Flat/Unit,240,2,Newtown,"Communication with the management of this apartment was an absolute nightmare. It felt like they were constantly dodging my calls and emails, leaving me feeling completely frustrated. And to make matters worse, the apartment was infested with pests and lease violations were rampant. Save yourself the trouble and find a landlord who actually cares about their tenants."
625,2023-12-09 12:08:00,5,Private,,Flat/Unit,315,2,Camperdown,"Living in this apartment was a constant battle against maintenance issues and a poor property condition. It felt like no matter how many times I reported a problem, it never got fixed properly. And to top it off, the property itself was in such poor condition that it was almost laughable. If you value your sanity, look elsewhere for housing."
626,2023-07-29 12:44:00,5,Private,,Flat/Unit,400,2,Redfern,"Communication with the management of this apartment was an absolute nightmare. It felt like they were always dragging their feet when it came to addressing any issues. And to make matters worse, the apartment was infested with pests and lease violations were rampant. Steer clear of this place if you value your sanity."
627,2023-08-12 15:06:00,1,Agency,Century 21 Australia,Flat/Unit,145,1,Newtown,"Pest problems plagued this apartment from day one, making it nearly impossible to enjoy living here. It felt like no matter what I did, I couldn't get rid of them. And to top it off, lease violations were rampant. It's like they think they're above the law. Avoid this place at all costs."
628,2023-01-25 16:47:00,1,Agency,Raine & Horne,Flat/Unit,165,1,Newtown,"Pest problems infested every corner of this apartment, making it nearly unbearable to live in. It felt like no matter what I did, I couldn't get rid of them. And to make matters worse, the property itself was in poor condition. It's clear that the management couldn't care less about their tenants. Steer clear of this place if you value your sanity."
629,2023-12-13 14:33:00,5,Agency,Ray White Group,Flat/Unit,405,2,Redfern,"Finally, a breath of fresh air! This apartment was a rare gem in the sea of subpar rentals. From the moment I moved in, everything was smooth sailing. No problems to report here. The property was well-maintained, and the management was responsive to any concerns. If you're looking for a hassle-free living experience, this is the place for you."
630,2023-07-12 05:19:00,1,Agency,RE/MAX Australia,Flat/Unit,145,1,Newtown,"Living in this apartment was a constant battle against maintenance issues, pesky pests, and lease violations. It felt like no matter what I did, I couldn't catch a break. And to make matters worse, the management seemed completely indifferent to the problems. Save yourself the trouble and look elsewhere for housing."
631,2023-10-19 15:55:00,4,Agency,First National Real Estate,Flat/Unit,300,2,Camperdown,"This apartment was a disappointment from start to finish. The property was in poor condition, and it seemed like nothing could be done to improve it. If you're considering renting here, I would strongly advise against it. Save yourself the headache and find a place that's better maintained."
632,2023-01-19 07:20:00,3,Agency,Belle Property,Flat/Unit,250,2,Newtown,"Pest problems were a constant issue in this apartment, and it seemed like nothing could be done to get rid of them. It felt like no matter what I did, they just kept coming back. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a place that's pest-free."
633,2023-06-03 05:04:00,2,Agency,RE/MAX Australia,Flat/Unit,195,1,Camperdown,Living in this apartment was a disappointment from start to finish. The property was in such poor condition that it was almost laughable. It's clear that the management couldn't care less about the well-being of their tenants. Save yourself the trouble and look elsewhere for housing.
634,2023-04-04 12:56:00,4,Agency,Raine & Horne,Flat/Unit,315,1,Redfern,"Maintenance issues, pest problems, and lease violations were a constant headache in this apartment. It felt like no matter what I did, I couldn't catch a break. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a landlord who actually cares about their tenants."
635,2023-04-08 04:18:00,5,Agency,Belle Property,Flat/Unit,410,2,Redfern,"Pest problems and lease violations were a constant source of frustration in this apartment. It felt like no matter what I did, I couldn't get rid of the pests. And to make matters worse, the management seemed completely indifferent to the lease violations. Avoid this place at all costs."
636,2023-10-16 02:08:00,1,Private,,Flat/Unit,165,1,Newtown,"Living in this apartment was a nightmare from start to finish. Pest problems and lease violations were a constant source of frustration, and it felt like nothing could be done to fix them. Save yourself the trouble and find a landlord who actually cares about their tenants."
637,2023-08-16 02:05:00,3,Agency,McGrath Estate Agents,Flat/Unit,290,1,Redfern,"Maintenance issues and lease violations were a constant headache in this apartment. It felt like no matter what I did, I couldn't catch a break. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a landlord who actually respects the terms of the lease."
638,2023-06-10 01:36:00,5,Agency,Raine & Horne,Flat/Unit,405,2,Redfern,"Pest problems, poor property condition, and lease violations made this apartment nearly unbearable to live in. It felt like no matter what I did, I couldn't escape the problems. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a place that's better maintained."
639,2023-01-04 20:28:00,3,Agency,Raine & Horne,Flat/Unit,295,2,Camperdown,"Pest problems and lease violations were a constant source of frustration in this apartment. It felt like no matter what I did, I couldn't catch a break. And to make matters worse, the management seemed completely indifferent to the problems. Avoid this place at all costs."
640,2023-12-18 05:36:00,1,Agency,Belle Property,Flat/Unit,195,1,Camperdown,"Living in this apartment was a nightmare from start to finish. Pest problems, poor property condition, and lease violations were a constant source of frustration, and it felt like nothing could be done to fix them. Save yourself the trouble and find a landlord who actually cares about their tenants."
641,2023-12-17 04:14:00,5,Private,,Flat/Unit,400,2,Redfern,"Maintenance issues and lease violations made this apartment a nightmare to live in. It felt like no matter what I did, I couldn't escape the problems. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a place that's better maintained."
642,2023-03-21 04:32:00,5,Private,,Flat/Unit,390,2,Redfern,"Communication with the management of this apartment was an absolute nightmare. It felt like they were constantly dodging my calls and emails, leaving me feeling completely frustrated. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a landlord who actually cares about their tenants."
643,2023-01-16 01:12:00,1,Private,,Flat/Unit,150,1,Newtown,"Pest problems, poor property condition, and lease violations made this apartment nearly unbearable to live in. It felt like no matter what I did, I couldn't escape the problems. Avoid this place at all costs."
644,2023-07-12 23:49:00,3,Agency,Century 21 Australia,Flat/Unit,295,2,Camperdown,"Pest problems and lease violations were a constant source of frustration in this apartment. It felt like no matter what I did, I couldn't catch a break. And to make matters worse, the management seemed completely indifferent to the problems. Avoid this place at all costs."
645,2023-12-13 07:31:00,5,Agency,Ray White Group,Flat/Unit,395,2,Redfern,"Maintenance issues, pest problems, poor property condition, and lease violations made this apartment nearly uninhabitable. It felt like no matter what I did, I couldn't escape the problems. Save yourself the trouble and find a landlord who actually cares about their tenants."
646,2023-11-28 09:13:00,1,Agency,LJ Hooker,Flat/Unit,160,1,Newtown,"Maintenance issues, poor property condition, and lease violations made this apartment a nightmare to live in. It felt like no matter what I did, I couldn't escape the problems. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a place that's better maintained."
647,2023-08-01 19:36:00,2,Agency,Harcourts,Flat/Unit,205,1,Camperdown,"Pest problems and poor property condition made this apartment nearly unbearable to live in. It felt like no matter what I did, I couldn't escape the problems. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a place that's better maintained."
648,2023-04-21 11:48:00,2,Agency,Belle Property,Flat/Unit,250,2,Newtown,"Maintenance issues and lease violations made this apartment a constant source of frustration. It felt like no matter what I did, I couldn't escape the problems. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a landlord who actually respects the terms of the lease."
649,2023-05-01 02:32:00,3,Private,,Flat/Unit,285,1,Redfern,"Finally, a breath of fresh air! This apartment was a rare gem in the sea of subpar rentals. From the moment I moved in, everything was smooth sailing. No problems to report here. The property was well-maintained, and the management was responsive to any concerns. If you're looking for a hassle-free living experience, this is the place for you."
650,2023-11-23 20:10:00,3,Agency,Professionals Real Estate Group,Flat/Unit,305,1,Redfern,"Pest problems and lease violations made this apartment a nightmare to live in. It felt like no matter what I did, I couldn't escape the problems. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a landlord who actually cares about their tenants."
651,2023-06-29 00:13:00,3,Agency,RE/MAX Australia,Flat/Unit,310,1,Redfern,"Communication with the management of this apartment was an absolute nightmare. It felt like they were constantly dodging my calls and emails, leaving me feeling completely frustrated. And to make matters worse, the apartment was infested with pests and in poor condition. Avoid this place at all costs."
652,2023-02-17 17:25:00,2,Agency,Raine & Horne,Flat/Unit,215,1,Camperdown,"Maintenance issues made this apartment a constant source of frustration. It felt like no matter what I did, I couldn't escape the problems. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a landlord who actually cares about their tenants."
653,2023-04-01 10:14:00,2,Agency,Professionals Real Estate Group,Flat/Unit,200,1,Camperdown,"Finally, a breath of fresh air! This apartment was a rare gem in the sea of subpar rentals. From the moment I moved in, everything was smooth sailing. No problems to report here. The property was well-maintained, and the management was responsive to any concerns. If you're looking for a hassle-free living experience, this is the place for you."
654,2023-04-11 18:04:00,4,Agency,RE/MAX Australia,Flat/Unit,300,1,Redfern,"Pest problems, poor property condition, and lease violations made this apartment nearly unbearable to live in. It felt like no matter what I did, I couldn't escape the problems. Avoid this place at all costs."
655,2023-02-14 23:18:00,2,Private,,Flat/Unit,250,2,Newtown,"Pest problems were a constant source of frustration in this apartment. It felt like no matter what I did, I couldn't get rid of them. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a place that's pest-free."
656,2023-06-18 13:09:00,5,Agency,Professionals Real Estate Group,Flat/Unit,395,2,Redfern,"Pest problems, poor property condition, and lease violations made this apartment nearly uninhabitable. It felt like no matter what I did, I couldn't escape the problems. Avoid this place at all costs."
657,2023-11-30 10:37:00,4,Agency,Century 21 Australia,Flat/Unit,310,1,Redfern,"Pest problems and lease violations made this apartment a constant source of frustration. It felt like no matter what I did, I couldn't escape the problems. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a landlord who actually respects the terms of the lease."
658,2023-09-01 10:29:00,2,Agency,Professionals Real Estate Group,Flat/Unit,215,1,Camperdown,"Pest problems and poor property condition made this apartment nearly unbearable to live in. It felt like no matter what I did, I couldn't escape the problems. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a place that's better maintained."
659,2023-01-27 09:07:00,3,Agency,RE/MAX Australia,Flat/Unit,265,2,Newtown,"Pest problems and lease violations made this apartment a constant source of frustration. It felt like no matter what I did, I couldn't escape the problems. If you're considering renting here, I would strongly advise against it. Save yourself the trouble and find a landlord who actually respects the terms of the lease."
660,2023-01-03 00:00:00,1,Private,,Flat/Unit,135,1,Newtown,"Pest problems and lease violations made this apartment nearly uninhabitable. It felt like no matter what I did, I couldn't escape the problems. Avoid this place at all costs."
